date,province,producer,generation_type,megawatt_hours
2008-08,Manitoba,electric utilities,wind power turbine,0.0
2008-08,Manitoba,industries,combustible fuels,6472.0
2008-08,New Brunswick,electric utilities,combustible fuels,757684.0
2008-08,New Brunswick,electric utilities,hydraulic turbine,328225.0
2008-08,New Brunswick,electric utilities,nuclear steam turbine,-4517.0
2008-08,New Brunswick,electric utilities,wind power turbine,0.0
2008-08,New Brunswick,industries,combustible fuels,50633.0
2008-08,New Brunswick,industries,hydraulic turbine,0.0
2008-08,Newfoundland and Labrador,electric utilities,combustible fuels,3344.0
2008-08,Newfoundland and Labrador,electric utilities,hydraulic turbine,2565477.0
2008-08,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2008-08,Newfoundland and Labrador,industries,combustible fuels,21654.0
2008-08,Newfoundland and Labrador,industries,hydraulic turbine,50806.0
2008-08,Northwest Territories,electric utilities,combustible fuels,7059.0
2008-08,Northwest Territories,electric utilities,hydraulic turbine,15380.0
2008-08,Northwest Territories,industries,combustible fuels,28137.0
2008-08,Northwest Territories,industries,hydraulic turbine,0.0
2008-08,Northwest Territories,industries,wind power turbine,0.0
2008-08,Nova Scotia,electric utilities,combustible fuels,856099.0
2008-08,Nova Scotia,electric utilities,hydraulic turbine,47482.0
2008-08,Nova Scotia,electric utilities,tidal power turbine,-71.0
2008-08,Nova Scotia,electric utilities,wind power turbine,3650.0
2008-08,Nova Scotia,industries,combustible fuels,16325.0
2008-08,Nova Scotia,industries,hydraulic turbine,3208.0
2008-08,Nova Scotia,industries,wind power turbine,0.0
2008-08,Nunavut,electric utilities,combustible fuels,11884.0
2008-08,Nunavut,electric utilities,hydraulic turbine,0.0
2008-08,Nunavut,industries,combustible fuels,0.0
2008-08,Nunavut,industries,hydraulic turbine,0.0
2008-08,Ontario,electric utilities,combustible fuels,2888841.0
2008-08,Ontario,electric utilities,hydraulic turbine,3183057.0
2008-08,Ontario,electric utilities,nuclear steam turbine,7483400.0
2008-08,Ontario,electric utilities,other types of electricity generation,0.0
2008-08,Ontario,electric utilities,solar,0.0
2008-08,Ontario,electric utilities,wind power turbine,23401.0
2008-08,Ontario,industries,combustible fuels,104809.0
2008-08,Ontario,industries,hydraulic turbine,109006.0
2008-08,Prince Edward Island,electric utilities,combustible fuels,-146.0
2008-08,Prince Edward Island,electric utilities,wind power turbine,7387.0
2008-08,Quebec,electric utilities,combustible fuels,77105.0
2008-08,Quebec,electric utilities,hydraulic turbine,11648954.0
2008-08,Quebec,electric utilities,nuclear steam turbine,370878.0
2008-08,Quebec,electric utilities,wind power turbine,23648.0
2008-08,Quebec,industries,combustible fuels,44714.0
2008-08,Quebec,industries,hydraulic turbine,2052289.0
2008-08,Saskatchewan,electric utilities,combustible fuels,1233411.0
2008-08,Saskatchewan,electric utilities,hydraulic turbine,304641.0
2008-08,Saskatchewan,electric utilities,other types of electricity generation,0.0
2008-08,Saskatchewan,electric utilities,wind power turbine,39196.0
2008-08,Saskatchewan,industries,combustible fuels,23837.0
2008-08,Saskatchewan,industries,hydraulic turbine,0.0
2008-08,Yukon,electric utilities,combustible fuels,1583.0
2008-08,Yukon,electric utilities,hydraulic turbine,25450.0
2008-08,Yukon,electric utilities,wind power turbine,19.0
2008-08,Yukon,industries,combustible fuels,0.0
2008-09,Alberta,electric utilities,combustible fuels,3989583.0
2008-09,Alberta,electric utilities,hydraulic turbine,138396.0
2008-09,Alberta,electric utilities,other types of electricity generation,0.0
2008-09,Alberta,electric utilities,wind power turbine,2446.0
2008-09,Alberta,industries,combustible fuels,450504.0
2008-09,British Columbia,electric utilities,combustible fuels,331699.0
2008-09,British Columbia,electric utilities,hydraulic turbine,3418738.0
2008-09,British Columbia,industries,combustible fuels,248391.0
2008-09,British Columbia,industries,hydraulic turbine,784946.0
2008-09,Manitoba,electric utilities,combustible fuels,2231.0
2008-09,Manitoba,electric utilities,hydraulic turbine,2970476.0
2008-09,Manitoba,electric utilities,wind power turbine,0.0
2008-09,Manitoba,industries,combustible fuels,8167.0
2008-09,New Brunswick,electric utilities,combustible fuels,628639.0
2008-09,New Brunswick,electric utilities,hydraulic turbine,129983.0
2008-09,New Brunswick,electric utilities,nuclear steam turbine,-3353.0
2008-09,New Brunswick,electric utilities,wind power turbine,0.0
2008-09,New Brunswick,industries,combustible fuels,39067.0
2008-09,New Brunswick,industries,hydraulic turbine,0.0
2008-09,Newfoundland and Labrador,electric utilities,combustible fuels,3693.0
2008-09,Newfoundland and Labrador,electric utilities,hydraulic turbine,2708879.0
2008-09,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2008-09,Newfoundland and Labrador,industries,combustible fuels,23118.0
2008-09,Newfoundland and Labrador,industries,hydraulic turbine,50050.0
2008-09,Northwest Territories,electric utilities,combustible fuels,9274.0
2008-09,Northwest Territories,electric utilities,hydraulic turbine,15036.0
2008-09,Northwest Territories,industries,combustible fuels,28933.0
2008-09,Northwest Territories,industries,hydraulic turbine,0.0
2008-09,Northwest Territories,industries,wind power turbine,0.0
2008-09,Nova Scotia,electric utilities,combustible fuels,813677.0
2008-09,Nova Scotia,electric utilities,hydraulic turbine,81626.0
2008-09,Nova Scotia,electric utilities,tidal power turbine,-65.0
2008-09,Nova Scotia,electric utilities,wind power turbine,7206.0
2008-09,Nova Scotia,industries,combustible fuels,15322.0
2008-09,Nova Scotia,industries,hydraulic turbine,2915.0
2008-09,Nova Scotia,industries,wind power turbine,0.0
2008-09,Nunavut,electric utilities,combustible fuels,11920.0
2008-09,Nunavut,electric utilities,hydraulic turbine,0.0
2008-09,Nunavut,industries,combustible fuels,0.0
2008-09,Nunavut,industries,hydraulic turbine,0.0
2008-09,Ontario,electric utilities,combustible fuels,2588665.0
2008-09,Ontario,electric utilities,hydraulic turbine,2539287.0
2008-09,Ontario,electric utilities,nuclear steam turbine,6984088.0
2008-09,Ontario,electric utilities,other types of electricity generation,0.0
2008-09,Ontario,electric utilities,solar,0.0
2008-09,Ontario,electric utilities,wind power turbine,35608.0
2008-09,Ontario,industries,combustible fuels,93752.0
2008-09,Ontario,industries,hydraulic turbine,60174.0
2008-09,Prince Edward Island,electric utilities,combustible fuels,-155.0
2008-09,Prince Edward Island,electric utilities,wind power turbine,9292.0
2008-09,Quebec,electric utilities,combustible fuels,78604.0
2008-09,Quebec,electric utilities,hydraulic turbine,10828507.0
2008-09,Quebec,electric utilities,nuclear steam turbine,421147.0
2008-09,Quebec,electric utilities,wind power turbine,29851.0
2008-09,Quebec,industries,combustible fuels,43686.0
2008-09,Quebec,industries,hydraulic turbine,1649712.0
2008-09,Saskatchewan,electric utilities,combustible fuels,1051763.0
2008-09,Saskatchewan,electric utilities,hydraulic turbine,280954.0
2008-09,Saskatchewan,electric utilities,other types of electricity generation,0.0
2008-09,Saskatchewan,electric utilities,wind power turbine,29841.0
2008-09,Saskatchewan,industries,combustible fuels,24396.0
2008-09,Saskatchewan,industries,hydraulic turbine,0.0
2008-09,Yukon,electric utilities,combustible fuels,1705.0
2008-09,Yukon,electric utilities,hydraulic turbine,22177.0
2008-09,Yukon,electric utilities,wind power turbine,0.0
2008-09,Yukon,industries,combustible fuels,0.0
2008-10,Alberta,electric utilities,combustible fuels,4200765.0
2008-10,Alberta,electric utilities,hydraulic turbine,126226.0
2008-10,Alberta,electric utilities,other types of electricity generation,0.0
2008-10,Alberta,electric utilities,wind power turbine,6032.0
2008-10,Alberta,industries,combustible fuels,524998.0
2008-10,British Columbia,electric utilities,combustible fuels,357997.0
2008-10,British Columbia,electric utilities,hydraulic turbine,3780215.0
2008-10,British Columbia,industries,combustible fuels,271621.0
2008-10,British Columbia,industries,hydraulic turbine,965432.0
2008-10,Manitoba,electric utilities,combustible fuels,25819.0
2008-10,Manitoba,electric utilities,hydraulic turbine,3016747.0
2008-10,Manitoba,electric utilities,wind power turbine,0.0
2008-10,Manitoba,industries,combustible fuels,6205.0
2008-10,New Brunswick,electric utilities,combustible fuels,697228.0
2008-10,New Brunswick,electric utilities,hydraulic turbine,287734.0
2008-10,New Brunswick,electric utilities,nuclear steam turbine,-3360.0
2008-10,New Brunswick,electric utilities,wind power turbine,0.0
2008-10,New Brunswick,industries,combustible fuels,42141.0
2008-10,New Brunswick,industries,hydraulic turbine,0.0
2008-10,Newfoundland and Labrador,electric utilities,combustible fuels,65977.0
2008-10,Newfoundland and Labrador,electric utilities,hydraulic turbine,3156735.0
2008-10,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2008-10,Newfoundland and Labrador,industries,combustible fuels,23889.0
2008-10,Newfoundland and Labrador,industries,hydraulic turbine,48995.0
2008-10,Northwest Territories,electric utilities,combustible fuels,6073.0
2008-10,Northwest Territories,electric utilities,hydraulic turbine,21362.0
2008-10,Northwest Territories,industries,combustible fuels,32592.0
2008-10,Northwest Territories,industries,hydraulic turbine,0.0
2008-10,Northwest Territories,industries,wind power turbine,0.0
2008-10,Nova Scotia,electric utilities,combustible fuels,863696.0
2008-10,Nova Scotia,electric utilities,hydraulic turbine,63019.0
2008-10,Nova Scotia,electric utilities,tidal power turbine,-60.0
2008-10,Nova Scotia,electric utilities,wind power turbine,9570.0
2008-10,Nova Scotia,industries,combustible fuels,17764.0
2008-10,Nova Scotia,industries,hydraulic turbine,3353.0
2008-10,Nova Scotia,industries,wind power turbine,0.0
2008-10,Nunavut,electric utilities,combustible fuels,13398.0
2008-10,Nunavut,electric utilities,hydraulic turbine,0.0
2008-10,Nunavut,industries,combustible fuels,0.0
2008-10,Nunavut,industries,hydraulic turbine,0.0
2008-10,Ontario,electric utilities,combustible fuels,2351350.0
2008-10,Ontario,electric utilities,hydraulic turbine,2644697.0
2008-10,Ontario,electric utilities,nuclear steam turbine,7076983.0
2008-10,Ontario,electric utilities,other types of electricity generation,0.0
2008-10,Ontario,electric utilities,solar,0.0
2008-10,Ontario,electric utilities,wind power turbine,57228.0
2008-10,Ontario,industries,combustible fuels,123477.0
2008-10,Ontario,industries,hydraulic turbine,84002.0
2008-10,Prince Edward Island,electric utilities,combustible fuels,12.0
2008-10,Prince Edward Island,electric utilities,wind power turbine,12753.0
2008-10,Quebec,electric utilities,combustible fuels,64770.0
2008-10,Quebec,electric utilities,hydraulic turbine,11912578.0
2008-10,Quebec,electric utilities,nuclear steam turbine,436045.0
2008-10,Quebec,electric utilities,wind power turbine,42617.0
2008-10,Quebec,industries,combustible fuels,34706.0
2008-10,Quebec,industries,hydraulic turbine,1576107.0
2008-10,Saskatchewan,electric utilities,combustible fuels,1109514.0
2008-10,Saskatchewan,electric utilities,hydraulic turbine,300907.0
2008-10,Saskatchewan,electric utilities,other types of electricity generation,0.0
2008-10,Saskatchewan,electric utilities,wind power turbine,62003.0
2008-10,Saskatchewan,industries,combustible fuels,19534.0
2008-10,Saskatchewan,industries,hydraulic turbine,0.0
2008-10,Yukon,electric utilities,combustible fuels,2143.0
2008-10,Yukon,electric utilities,hydraulic turbine,27373.0
2008-10,Yukon,electric utilities,wind power turbine,0.0
2008-10,Yukon,industries,combustible fuels,0.0
2008-11,Alberta,electric utilities,combustible fuels,4191963.0
2008-11,Alberta,electric utilities,hydraulic turbine,121148.0
2008-11,Alberta,electric utilities,other types of electricity generation,0.0
2008-11,Alberta,electric utilities,wind power turbine,7113.0
2008-11,Alberta,industries,combustible fuels,514244.0
2008-11,British Columbia,electric utilities,combustible fuels,352138.0
2008-11,British Columbia,electric utilities,hydraulic turbine,3897372.0
2008-11,British Columbia,industries,combustible fuels,229931.0
2008-11,British Columbia,industries,hydraulic turbine,854721.0
2008-11,Manitoba,electric utilities,combustible fuels,50198.0
2008-11,Manitoba,electric utilities,hydraulic turbine,3008546.0
2008-11,Manitoba,electric utilities,wind power turbine,0.0
2008-11,Manitoba,industries,combustible fuels,9547.0
2008-11,New Brunswick,electric utilities,combustible fuels,779333.0
2008-11,New Brunswick,electric utilities,hydraulic turbine,413772.0
2008-11,New Brunswick,electric utilities,nuclear steam turbine,-3071.0
2008-11,New Brunswick,electric utilities,wind power turbine,0.0
2008-11,New Brunswick,industries,combustible fuels,47088.0
2008-11,New Brunswick,industries,hydraulic turbine,0.0
2008-11,Newfoundland and Labrador,electric utilities,combustible fuels,141851.0
2008-11,Newfoundland and Labrador,electric utilities,hydraulic turbine,3199061.0
2008-11,Newfoundland and Labrador,electric utilities,wind power turbine,0.0
2008-11,Newfoundland and Labrador,industries,combustible fuels,23564.0
2008-11,Newfoundland and Labrador,industries,hydraulic turbine,57589.0
2008-11,Northwest Territories,electric utilities,combustible fuels,6455.0
2008-11,Northwest Territories,electric utilities,hydraulic turbine,21663.0
2008-11,Northwest Territories,industries,combustible fuels,33222.0
2008-11,Northwest Territories,industries,hydraulic turbine,0.0
2008-11,Northwest Territories,industries,wind power turbine,0.0
2008-11,Nova Scotia,electric utilities,combustible fuels,864396.0
2008-11,Nova Scotia,electric utilities,hydraulic turbine,68773.0
2008-11,Nova Scotia,electric utilities,tidal power turbine,389.0
2008-11,Nova Scotia,electric utilities,wind power turbine,9059.0
2008-11,Nova Scotia,industries,combustible fuels,15834.0
2008-11,Nova Scotia,industries,hydraulic turbine,3024.0
2008-11,Nova Scotia,industries,wind power turbine,0.0
2008-11,Nunavut,electric utilities,combustible fuels,13712.0
2008-11,Nunavut,electric utilities,hydraulic turbine,0.0
2008-11,Nunavut,industries,combustible fuels,0.0
2008-11,Nunavut,industries,hydraulic turbine,0.0
2008-11,Ontario,electric utilities,combustible fuels,2503335.0
2008-11,Ontario,electric utilities,hydraulic turbine,2788856.0
2008-11,Ontario,electric utilities,nuclear steam turbine,6650435.0
2008-11,Ontario,electric utilities,other types of electricity generation,0.0
2008-11,Ontario,electric utilities,solar,0.0
2008-11,Ontario,electric utilities,wind power turbine,43544.0
2008-11,Ontario,industries,combustible fuels,103635.0
2008-11,Ontario,industries,hydraulic turbine,90090.0
2008-11,Prince Edward Island,electric utilities,combustible fuels,-108.0
2008-11,Prince Edward Island,electric utilities,wind power turbine,10991.0
