"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973/1974","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","59","","","","0"
"1973/1974","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","1","","","","0"
"1973/1974","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","821","","","","0"
"1973/1974","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-640","","","","0"
"1973/1974","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","12839","","","","0"
"1973/1974","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","7022","","","","0"
"1973/1974","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","3064","","","","0"
"1973/1974","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","430","","","","0"
"1973/1974","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","777","","","","0"
"1973/1974","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","347","","","","0"
"1973/1974","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","-62","","","","0"
"1973/1974","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","1014","","","","0"
"1973/1974","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-3038","","","","0"
"1973/1974","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11218","","","","0"
"1973/1974","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5145","","","","0"
"1973/1974","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2279","","","","0"
"1973/1974","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","775","","","","0"
"1973/1974","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","1405","","","","0"
"1973/1974","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","630","","","","0"
"1973/1974","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","-6","","","","0"
"1973/1974","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","2269","","","","0"
"1973/1974","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1816","","","","0"
"1973/1974","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","85459","","","","0"
"1973/1974","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","42946","","","","0"
"1973/1974","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","33213","","","","0"
"1973/1974","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","7879","","","","0"
"1973/1974","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","14327","","","","0"
"1973/1974","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","6448","","","","0"
"1973/1974","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","-249","","","","0"
"1973/1974","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-12581","","","","0"
"1973/1974","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","405","","","","0"
"1973/1974","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","122122","","","","0"
"1973/1974","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","60376","","","","0"
"1973/1974","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","120369","","","","0"
"1973/1974","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","22487","","","","0"
"1973/1974","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","40084","","","","0"
"1973/1974","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","17597","","","","0"
"1973/1974","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-1203","","","","0"
"1973/1974","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-9802","","","","0"
"1973/1974","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-19895","","","","0"
"1973/1974","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","17080","","","","0"
"1973/1974","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8411","","","","0"
"1973/1974","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","7769","","","","0"
"1973/1974","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","1708","","","","0"
"1973/1974","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","3102","","","","0"
"1973/1974","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","1394","","","","0"
"1973/1974","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","-77","","","","0"
"1973/1974","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-1656","","","","0"
"1973/1974","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","-2149","","","","0"
"1973/1974","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","14680","","","","0"
"1973/1974","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","7806","","","","0"
"1973/1974","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","2194","","","","0"
"1973/1974","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","816","","","","0"
"1973/1974","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","1528","","","","0"
"1973/1974","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","712","","","","0"
"1973/1974","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","-34","","","","0"
"1973/1974","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-10472","","","","0"
"1973/1974","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","-1226","","","","0"
"1973/1974","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","29146","","","","0"
"1973/1974","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","10945","","","","0"
"1973/1974","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","13789","","","","0"
"1973/1974","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","5845","","","","0"
"1973/1974","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","10357","","","","0"
"1973/1974","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","4512","","","","0"
"1973/1974","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","-148","","","","0"
"1973/1974","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","2911","","","","0"
"1973/1974","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","386","","","","0"
"1973/1974","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","34462","","","","0"
"1973/1974","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","18830","","","","0"
"1973/1974","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","32986","","","","0"
"1973/1974","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","6336","","","","0"
"1973/1974","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","11074","","","","0"
"1973/1974","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","4738","","","","0"
"1973/1974","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","-212","","","","0"
"1973/1974","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","31505","","","","0"
"1973/1974","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","1732","","","","0"
"1973/1974","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","439","","","","0"
"1973/1974","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","130","","","","0"
"1973/1974","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","97","","","","0"
"1973/1974","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","68","","","","0"
"1973/1974","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","115","","","","0"
"1973/1974","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","47","","","","0"
"1973/1974","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","0","","","","0"
"1973/1974","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","-504","","","","0"
"1973/1974","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","87","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Births","Persons","249","units","0","v391073","13.1","1107","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Deaths","Persons","249","units","0","v391088","13.2","238","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Immigrants","Persons","249","units","0","v391103","13.3","191","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Net emigration","Persons","249","units","0","v1566834755","13.13","24","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Emigrants","Persons","249","units","0","v29768574","13.9","41","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Returning emigrants","Persons","249","units","0","v29768575","13.10","17","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Net non-permanent residents","Persons","249","units","0","v29768577","13.12","-6","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Net interprovincial migration","Persons","249","units","0","v391132","13.5","-786","","","","0"
"1973/1974","Northwest Territories including Nunavut","","Residual deviation","Persons","249","units","0","v391177","13.8","134","","","","0"
"1974/1975","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","355960","","","","0"
"1974/1975","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","168751","","","","0"
"1974/1975","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","209283","","","","0"
"1974/1975","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","40502","","","","0"
"1974/1975","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","78021","","","","0"
"1974/1975","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","37519","","","","0"
"1974/1975","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","7989","","","","0"
"1974/1975","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28673","","","","0"
"1974/1975","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","11430","","","","0"
